|6.6.6
luca3_1.tab                                                                                         
           2
T(K)    
   773.00000000000000     
   2.0202020202020203     
         100
P(bar)  
   2000.0000000000000     
   80.808080808080803     
         100
           4
T(K)           P(bar)         C1Gt(HP)       Gt(HP),vo%    
  944.7172       8060.606      0.2207484       20.58156    
  946.7374       8060.606      0.2213779       20.60379    
  948.7576       8060.606      0.2220242       20.62836    
  950.7778       8060.606      0.2226176       20.65161    
  952.7980       8060.606      0.2231884       20.67455    
  954.8182       8060.606      0.2238835       20.70001    
  956.8384       8060.606      0.2245166       20.72287    
  958.8586       8060.606      0.2251913       20.74962    
  960.8788       8060.606      0.2258030       20.77121    
  962.8990       8060.606      0.2263721       20.79043    
  964.9192       8060.606      0.2271079       20.80201    
  966.9394       8060.606      0.2276373       20.83704    
  968.9596       8060.606      0.2282634       20.86608    
  970.9798       8060.606      0.2288435       20.89182    
  973.0000       8060.606      0.2293850       20.91467    
  773.0000       8141.414                NaN            NaN
  775.0202       8141.414                NaN            NaN
  777.0404       8141.414                NaN            NaN
  779.0606       8141.414                NaN            NaN
  781.0808       8141.414                NaN            NaN
  783.1010       8141.414                NaN            NaN
  785.1212       8141.414                NaN            NaN
  787.1414       8141.414                NaN            NaN
  789.1616       8141.414                NaN            NaN
  791.1818       8141.414                NaN            NaN
  793.2020       8141.414                NaN            NaN
  795.2222       8141.414                NaN            NaN
  797.2424       8141.414                NaN            NaN
  799.2626       8141.414      0.6808489E-01  0.2029207E-01
  801.2828       8141.414      0.7483754E-01  0.7959894E-01
  803.3030       8141.414      0.8132380E-01  0.2418171    
  805.3232       8141.414      0.8626189E-01  0.3519487    
  807.3434       8141.414      0.8507569E-01  0.4507717    
  809.3636       8141.414      0.8614592E-01  0.5705428    
  811.3838       8141.414      0.8670116E-01  0.6993142    
  813.4040       8141.414      0.8716536E-01  0.8361822    
  815.4242       8141.414      0.9034510E-01   1.015944    
  817.4444       8141.414      0.9042556E-01   1.136710    
  819.4646       8141.414      0.9095385E-01   1.311112    
  821.4848       8141.414      0.9275287E-01   1.493507    
  823.5051       8141.414      0.9454255E-01   1.685408    
  825.5253       8141.414      0.9444952E-01   1.930677    
  827.5455       8141.414      0.9842548E-01   2.189623    
  829.5657       8141.414      0.9840829E-01   2.432188    
  831.5859       8141.414      0.1001838       2.806321    
  833.6061       8141.414      0.1008915       3.041299    
  835.6263       8141.414      0.1037629       3.404843    
  837.6465       8141.414      0.1062899       3.777357    
  839.6667       8141.414      0.1089105       4.353865    
  841.6869       8141.414      0.1103393       4.555397    
  843.7071       8141.414      0.1076417       6.992759    
  845.7273       8141.414      0.1107658       7.994875    
  847.7475       8141.414      0.1137529       8.449553    
  849.7677       8141.414      0.1175101       8.915871    
  851.7879       8141.414      0.1206212       9.365563    
  853.8081       8141.414      0.1233939       9.827842    
  855.8283       8141.414      0.1285051       10.29995    
  857.8485       8141.414      0.1335512       10.75796    
  859.8687       8141.414      0.1349984       11.23791    
  861.8889       8141.414      0.1390179       11.70221    
  863.9091       8141.414      0.1431770       12.16624    
  865.9293       8141.414      0.1474747       12.63016    
  867.9495       8141.414      0.1541511       13.06564    
  869.9697       8141.414      0.1577912       13.53005    
  871.9899       8141.414      0.1620913       13.99255    
  874.0101       8141.414      0.1673822       14.43827    
  876.0303       8141.414      0.1710762       14.89611    
  878.0505       8141.414      0.1757954       15.34629    
  880.0707       8141.414      0.1802181       15.79183    
  882.0909       8141.414      0.1868479       15.47926    
  884.1111       8141.414      0.1941918       13.32080    
  886.1313       8141.414      0.1959214       13.44394    
  888.1515       8141.414      0.1967036       13.56348    
  890.1717       8141.414      0.1977462       13.67839    
  892.1919       8141.414      0.1987628       13.80193    
  894.2121       8141.414      0.2005562       13.92851    
  896.2323       8141.414      0.2014101       14.04328    
  898.2525       8141.414      0.2030272       14.17950    
  900.2727       8141.414      0.2041251       14.30090    
  902.2929       8141.414      0.2054574       14.40571    
  904.3131       8141.414      0.2067624       14.54760    
  906.3333       8141.414      0.2083000       14.67867    
  908.3535       8141.414      0.2095835       14.79466    
  910.3737       8141.414      0.2110987       14.93866    
  912.3939       8141.414      0.2122309       15.06069    
  914.4141       8141.414      0.2136248       15.19321    
  916.4343       8141.414      0.2151488       15.32984    
  918.4545       8141.414      0.2163461       15.43775    
  920.4747       8141.414      0.2179610       15.59409    
  922.4949       8141.414      0.2194148       15.71642    
  924.5152       8141.414      0.2204137       15.85435    
  926.5354       8141.414      0.2221995       15.98056    
  928.5556       8141.414      0.2214973       18.43360    
  930.5758       8141.414      0.2188090       20.66832    
  932.5960       8141.414      0.2192134       20.70816    
  934.6162       8141.414      0.2202248       20.72952    
  936.6364       8141.414      0.2204694       20.76063    
  938.6566       8141.414      0.2211665       20.78797    
  940.6768       8141.414      0.2218195       20.81483    
  942.6970       8141.414      0.2224908       20.84501    
  944.7172       8141.414      0.2231535       20.86872    
  946.7374       8141.414      0.2238151       20.89425    
  948.7576       8141.414      0.2244725       20.91885    
  950.7778       8141.414      0.2250559       20.94269    
  952.7980       8141.414      0.2256916       20.97013    
  954.8182       8141.414      0.2263692       20.99537    
  956.8384       8141.414      0.2270424       21.02289    
  958.8586       8141.414      0.2277120       21.04999    
  960.8788       8141.414      0.2283272       21.07253    
  962.8990       8141.414      0.2290078       21.09833    
  964.9192       8141.414      0.2298706       21.12530    
  966.9394       8141.414      0.2301609       21.14891    
  968.9596       8141.414      0.2308294       21.17456    
  970.9798       8141.414      0.2314125       21.20123    
  973.0000       8141.414      0.2320331       21.23140    
  773.0000       8222.222                NaN            NaN
  775.0202       8222.222                NaN            NaN
  777.0404       8222.222                NaN            NaN
  779.0606       8222.222                NaN            NaN
  781.0808       8222.222                NaN            NaN
  783.1010       8222.222                NaN            NaN
  785.1212       8222.222                NaN            NaN
  787.1414       8222.222                NaN            NaN
  789.1616       8222.222                NaN            NaN
  791.1818       8222.222                NaN            NaN
  793.2020       8222.222                NaN            NaN
  795.2222       8222.222                NaN            NaN
  797.2424       8222.222                NaN            NaN
  799.2626       8222.222      0.6808489E-01  0.2537153E-01
  801.2828       8222.222      0.8005971E-01  0.1422598    
  803.3030       8222.222      0.8202885E-01  0.2469564    
  805.3232       8222.222      0.8556041E-01  0.3589049    
  807.3434       8222.222      0.8540430E-01  0.4549923    
  809.3636       8222.222      0.8628114E-01  0.5731294    
  811.3838       8222.222      0.8708389E-01  0.7030417    
  813.4040       8222.222      0.8772758E-01  0.8419731    
  815.4242       8222.222      0.9057887E-01   1.018777    
  817.4444       8222.222      0.9025315E-01   1.144865    
  819.4646       8222.222      0.9179309E-01   1.317790    
  821.4848       8222.222      0.9328153E-01   1.500801    
  823.5051       8222.222      0.9497184E-01   1.693031    
  825.5253       8222.222      0.9478610E-01   1.939427    
  827.5455       8222.222      0.9863920E-01   2.228858    
  829.5657       8222.222      0.9884997E-01   2.446098    
  831.5859       8222.222      0.1014217       2.804684    
  833.6061       8222.222      0.1014012       3.047132    
  835.6263       8222.222      0.1041095       3.415492    
  837.6465       8222.222      0.1055674       3.749842    
  839.6667       8222.222      0.1103460       4.229336    
  841.6869       8222.222      0.1113011       4.600295    
  843.7071       8222.222      0.1111867       5.814854    
  845.7273       8222.222      0.1107317       8.037139    
  847.7475       8222.222      0.1150947       8.498219    
  849.7677       8222.222      0.1182877       8.955304    
  851.7879       8222.222      0.1225918       9.416321    
  853.8081       8222.222      0.1238050       9.871779    
  855.8283       8222.222      0.1290204       10.33598    
  857.8485       8222.222      0.1338537       10.79884    
  859.8687       8222.222      0.1353705       11.27712    
  861.8889       8222.222      0.1393713       11.74104    
  863.9091       8222.222      0.1435167       12.20433    
  865.9293       8222.222      0.1478197       12.66380    
  867.9495       8222.222      0.1544476       13.10455    
  869.9697       8222.222      0.1577374       13.56939    
  871.9899       8222.222      0.1623571       14.03239    
  874.0101       8222.222      0.1677184       14.48003    
  876.0303       8222.222      0.1717034       14.92947    
  878.0505       8222.222      0.1762119       15.38162    
  880.0707       8222.222      0.1815063       15.83023    
  882.0909       8222.222      0.1864710       16.27770    
  884.1111       8222.222      0.1960875       13.60569    
  886.1313       8222.222      0.1960130       13.71090    
  888.1515       8222.222      0.1990143       13.86821    
  890.1717       8222.222      0.1995276       13.96385    
  892.1919       8222.222      0.2006704       14.08548    
  894.2121       8222.222      0.2021151       14.21184    
  896.2323       8222.222      0.2036080       14.34654    
  898.2525       8222.222      0.2049327       14.48322    
  900.2727       8222.222      0.2060819       14.60016    
  902.2929       8222.222      0.2078728       14.73929    
  904.3131       8222.222      0.2092798       14.86058    
  906.3333       8222.222      0.2102276       14.98923    
  908.3535       8222.222      0.2117827       15.10880    
  910.3737       8222.222      0.2131582       15.24636    
  912.3939       8222.222      0.2143531       15.38086    
  914.4141       8222.222      0.2157505       15.51072    
  916.4343       8222.222      0.2171490       15.64130    
  918.4545       8222.222      0.2188407       15.76227    
  920.4747       8222.222      0.2211245       15.91342    
  922.4949       8222.222      0.2217660       16.04077    
  924.5152       8222.222      0.2233165       16.17842    
  926.5354       8222.222      0.2241877       16.32175    
  928.5556       8222.222      0.2226449       19.20276    
  930.5758       8222.222      0.2211190       20.93172    
  932.5960       8222.222      0.2218438       20.96890    
  934.6162       8222.222      0.2225421       21.00365    
  936.6364       8222.222      0.2228656       21.03607    
  938.6566       8222.222      0.2235483       21.06281    
  940.6768       8222.222      0.2242289       21.09444    
  942.6970       8222.222      0.2248979       21.12594    
  944.7172       8222.222      0.2255746       21.15328    
  946.7374       8222.222      0.2262425       21.17884    
  948.7576       8222.222      0.2269130       21.20392    
  950.7778       8222.222      0.2275802       21.23324    
  952.7980       8222.222      0.2282339       21.26250    
  954.8182       8222.222      0.2289110       21.29193    
  956.8384       8222.222      0.2295838       21.31991    
  958.8586       8222.222      0.2302582       21.34796    
  960.8788       8222.222      0.2308616       21.37286    
  962.8990       8222.222      0.2315263       21.39526    
  964.9192       8222.222      0.2321626       21.41289    
  966.9394       8222.222      0.2328553       21.42884    
  968.9596       8222.222      0.2334836       21.46644    
  970.9798       8222.222      0.2340594       21.51073    
  973.0000       8222.222      0.2347114       21.54253    
  773.0000       8303.030                NaN            NaN
  775.0202       8303.030                NaN            NaN
  777.0404       8303.030                NaN            NaN
  779.0606       8303.030                NaN            NaN
  781.0808       8303.030                NaN            NaN
  783.1010       8303.030                NaN            NaN
  785.1212       8303.030                NaN            NaN
  787.1414       8303.030                NaN            NaN
  789.1616       8303.030                NaN            NaN
  791.1818       8303.030                NaN            NaN
  793.2020       8303.030                NaN            NaN
  795.2222       8303.030                NaN            NaN
  797.2424       8303.030                NaN            NaN
  799.2626       8303.030      0.7939521E-01  0.2994928E-01
  801.2828       8303.030      0.8323759E-01  0.1378915    
  803.3030       8303.030      0.8446322E-01  0.2622132    
  805.3232       8303.030      0.8582558E-01  0.3617210    
  807.3434       8303.030      0.8575276E-01  0.4625817    
  809.3636       8303.030      0.8658792E-01  0.5847834    
  811.3838       8303.030      0.8749557E-01  0.7103524    
  813.4040       8303.030      0.8807722E-01  0.8540211    
  815.4242       8303.030      0.9067326E-01   1.026780    
  817.4444       8303.030      0.9023785E-01   1.155629    
  819.4646       8303.030      0.9209827E-01   1.334382    
  821.4848       8303.030      0.9299852E-01   1.518352    
  823.5051       8303.030      0.9487942E-01   1.718343    
  825.5253       8303.030      0.9502521E-01   1.947138    
  827.5455       8303.030      0.9721215E-01   2.207084    
  829.5657       8303.030      0.9822177E-01   2.501212    
  831.5859       8303.030      0.1007319       2.814914    
  833.6061       8303.030      0.1017047       3.074349    
  835.6263       8303.030      0.1041092       3.416274    
  837.6465       8303.030      0.1059109       3.760581    
  839.6667       8303.030      0.1107421       4.256636    
  841.6869       8303.030      0.1105967       4.581816    
  843.7071       8303.030      0.1136387       5.035030    
  845.7273       8303.030      0.1111976       8.087392    
  847.7475       8303.030      0.1147193       8.541199    
  849.7677       8303.030      0.1179915       9.000745    
  851.7879       8303.030      0.1226741       9.463091    
  853.8081       8303.030      0.1244514       9.917808    
  855.8283       8303.030      0.1293755       10.38072    
  857.8485       8303.030      0.1343327       10.84096    
  859.8687       8303.030      0.1359798       11.31877    
  861.8889       8303.030      0.1399161       11.78032    
  863.9091       8303.030      0.1441676       12.24452    
  865.9293       8303.030      0.1482576       12.70307    
  867.9495       8303.030      0.1548841       13.13792    
  869.9697       8303.030      0.1581127       13.61432    
  871.9899       8303.030      0.1621724       14.06823    
  874.0101       8303.030      0.1680562       14.51576    
  876.0303       8303.030      0.1720813       14.96683    
  878.0505       8303.030      0.1772621       15.41114    
  880.0707       8303.030      0.1819461       15.85993    
  882.0909       8303.030      0.1866064       16.30459    
  884.1111       8303.030      0.1925259       16.01090    
  886.1313       8303.030      0.1994709       14.02830    
  888.1515       8303.030      0.2009976       14.15906    
  890.1717       8303.030      0.2015894       14.27599    
  892.1919       8303.030      0.2026478       14.39951    
  894.2121       8303.030      0.2046443       14.53176    
  896.2323       8303.030      0.2055968       14.64598    
  898.2525       8303.030      0.2072451       14.79222    
  900.2727       8303.030      0.2083277       14.91097    
  902.2929       8303.030      0.2097400       15.03194    
  904.3131       8303.030      0.2109723       15.16800    
  906.3333       8303.030      0.2125584       15.30353    
  908.3535       8303.030      0.2144631       15.43752    
  910.3737       8303.030      0.2154573       15.56568    
  912.3939       8303.030      0.2166926       15.69685    
  914.4141       8303.030      0.2181817       15.82974    
  916.4343       8303.030      0.2195556       15.96147    
  918.4545       8303.030      0.2217645       16.10404    
  920.4747       8303.030      0.2226476       16.23112    
  922.4949       8303.030      0.2242703       16.36774    
  924.5152       8303.030      0.2255951       16.54801    
  926.5354       8303.030      0.2264608       17.15175    
  928.5556       8303.030      0.2236149       20.07505    
  930.5758       8303.030      0.2234731       21.21297    
  932.5960       8303.030      0.2243099       21.24643    
  934.6162       8303.030      0.2250289       21.27486    
  936.6364       8303.030      0.2257349       21.31159    
  938.6566       8303.030      0.2260068       21.33112    
  940.6768       8303.030      0.2267615       21.36346    
  942.6970       8303.030      0.2274966       21.40055    
  944.7172       8303.030      0.2280612       21.42443    
  946.7374       8303.030      0.2288135       21.45863    
  948.7576       8303.030      0.2294266       21.47945    
  950.7778       8303.030      0.2301642       21.51238    
  952.7980       8303.030      0.2308602       21.54647    
  954.8182       8303.030      0.2314688       21.57262    
  956.8384       8303.030      0.2321735       21.60370    
  958.8586       8303.030      0.2328222       21.63036    
  960.8788       8303.030      0.2335278       21.66184    
  962.8990       8303.030      0.2341956       21.69392    
  964.9192       8303.030      0.2347724       21.69200    
  966.9394       8303.030      0.2353780       21.74578    
  968.9596       8303.030      0.2360237       21.77154    
  970.9798       8303.030      0.2367348       21.80534    
  973.0000       8303.030      0.2373985       21.83805    
  773.0000       8383.838                NaN            NaN
  775.0202       8383.838                NaN            NaN
  777.0404       8383.838                NaN            NaN
  779.0606       8383.838                NaN            NaN
  781.0808       8383.838                NaN            NaN
  783.1010       8383.838                NaN            NaN
  785.1212       8383.838                NaN            NaN
  787.1414       8383.838                NaN            NaN
  789.1616       8383.838                NaN            NaN
  791.1818       8383.838                NaN            NaN
  793.2020       8383.838                NaN            NaN
  795.2222       8383.838                NaN            NaN
  797.2424       8383.838                NaN            NaN
  799.2626       8383.838      0.7749092E-01  0.3553685E-01
  801.2828       8383.838      0.8294631E-01  0.1458453    
  803.3030       8383.838      0.8556777E-01  0.2511499    
  805.3232       8383.838      0.8691799E-01  0.3695587    
  807.3434       8383.838      0.8600085E-01  0.4777618    
  809.3636       8383.838      0.8661944E-01  0.5846173    
  811.3838       8383.838      0.8748203E-01  0.7245778    
  813.4040       8383.838      0.8882549E-01  0.8650200    
  815.4242       8383.838      0.9054263E-01   1.034120    
  817.4444       8383.838      0.9128656E-01   1.177911    
  819.4646       8383.838      0.9198103E-01   1.334477    
  821.4848       8383.838      0.9412780E-01   1.527057    
  823.5051       8383.838      0.9495231E-01   1.723751    
  825.5253       8383.838      0.9688309E-01   2.006097    
  827.5455       8383.838      0.9760792E-01   2.220437    
  829.5657       8383.838      0.9862169E-01   2.462277    
  831.5859       8383.838      0.1002272       2.778847    
  833.6061       8383.838      0.1018906       3.076740    
  835.6263       8383.838      0.1062228       3.506802    
  837.6465       8383.838      0.1073920       3.834627    
  839.6667       8383.838      0.1109432       4.267840    
  841.6869       8383.838      0.1113418       4.610798    
  843.7071       8383.838      0.1137143       5.044941    
  845.7273       8383.838      0.1110426       8.129233    
  847.7475       8383.838      0.1148645       8.581227    
  849.7677       8383.838      0.1183857       9.041833    
  851.7879       8383.838      0.1229748       9.504010    
  853.8081       8383.838      0.1253372       9.964739    
  855.8283       8383.838      0.1294639       10.43142    
  857.8485       8383.838      0.1344943       10.88002    
  859.8687       8383.838      0.1364937       11.36236    
  861.8889       8383.838      0.1406929       11.82490    
  863.9091       8383.838      0.1443558       12.28835    
  865.9293       8383.838      0.1488219       12.74568    
  867.9495       8383.838      0.1550069       13.18603    
  869.9697       8383.838      0.1586991       13.63678    
  871.9899       8383.838      0.1626072       14.10201    
  874.0101       8383.838      0.1683952       14.54983    
  876.0303       8383.838      0.1717048       15.00019    
  878.0505       8383.838      0.1776192       15.44717    
  880.0707       8383.838      0.1815510       15.89896    
  882.0909       8383.838      0.1867670       16.34235    
  884.1111       8383.838      0.1921379       16.78365    
  886.1313       8383.838      0.2015012       14.32120    
  888.1515       8383.838      0.2025599       14.43967    
  890.1717       8383.838      0.2036896       14.57644    
  892.1919       8383.838      0.2048685       14.70082    
  894.2121       8383.838      0.2064553       14.83145    
  896.2323       8383.838      0.2075212       14.94361    
  898.2525       8383.838      0.2090661       15.09377    
  900.2727       8383.838      0.2102374       15.21196    
  902.2929       8383.838      0.2117589       15.34199    
  904.3131       8383.838      0.2135895       15.48135    
  906.3333       8383.838      0.2149754       15.60852    
  908.3535       8383.838      0.2164158       15.74733    
  910.3737       8383.838      0.2174271       15.87603    
  912.3939       8383.838      0.2191548       16.00670    
  914.4141       8383.838      0.2204222       16.13529    
  916.4343       8383.838      0.2217504       16.27050    
  918.4545       8383.838      0.2233204       16.41006    
  920.4747       8383.838      0.2248244       16.54609    
  922.4949       8383.838      0.2259891       16.67915    
  924.5152       8383.838      0.2277857       16.81509    
  926.5354       8383.838      0.2272594       18.02954    
  928.5556       8383.838      0.2251782       21.26443    
  930.5758       8383.838      0.2255921       21.48087    
  932.5960       8383.838      0.2258933       21.48341    
  934.6162       8383.838      0.2272856       21.54911    
  936.6364       8383.838      0.2277645       21.57826    
  938.6566       8383.838      0.2285550       21.59166    
  940.6768       8383.838      0.2290701       21.63675    
  942.6970       8383.838      0.2297760       21.65497    
  944.7172       8383.838      0.2306237       21.68686    
  946.7374       8383.838      0.2312299       21.72059    
  948.7576       8383.838      0.2320300       21.74689    
  950.7778       8383.838      0.2325563       21.79405    
  952.7980       8383.838      0.2332319       21.80982    
  954.8182       8383.838      0.2340997       21.84231    
  956.8384       8383.838      0.2347029       21.87728    
  958.8586       8383.838      0.2355019       21.90574    
  960.8788       8383.838      0.2358893       21.93429    
  962.8990       8383.838      0.2366152       21.97906    
  964.9192       8383.838      0.2375098       22.01373    
  966.9394       8383.838      0.2379690       22.02694    
  968.9596       8383.838      0.2388444       22.06524    
  970.9798       8383.838      0.2394166       22.08625    
  973.0000       8383.838      0.2401721       22.12276    
  773.0000       8464.646                NaN            NaN
  775.0202       8464.646                NaN            NaN
  777.0404       8464.646                NaN            NaN
  779.0606       8464.646                NaN            NaN
  781.0808       8464.646                NaN            NaN
  783.1010       8464.646                NaN            NaN
  785.1212       8464.646                NaN            NaN
  787.1414       8464.646                NaN            NaN
  789.1616       8464.646                NaN            NaN
  791.1818       8464.646                NaN            NaN
  793.2020       8464.646                NaN            NaN
  795.2222       8464.646                NaN            NaN
  797.2424       8464.646                NaN            NaN
  799.2626       8464.646      0.7488449E-01  0.5293858E-01
  801.2828       8464.646      0.8225933E-01  0.1538438    
  803.3030       8464.646      0.8644754E-01  0.2664129    
  805.3232       8464.646      0.8735417E-01  0.3766965    
  807.3434       8464.646      0.8628448E-01  0.4881639    
  809.3636       8464.646      0.8722115E-01  0.6179339    
  811.3838       8464.646      0.8866298E-01  0.7403010    
  813.4040       8464.646      0.8937118E-01  0.8833912    
  815.4242       8464.646      0.9084557E-01   1.041133    
  817.4444       8464.646      0.9160443E-01   1.212339    
  819.4646       8464.646      0.9351514E-01   1.375063    
  821.4848       8464.646      0.9369610E-01   1.567902    
  823.5051       8464.646      0.9387046E-01   1.781236    
  825.5253       8464.646      0.9461240E-01   1.972026    
  827.5455       8464.646      0.9934433E-01   2.257274    
  829.5657       8464.646      0.9958632E-01   2.541595    
  831.5859       8464.646      0.1006832       2.821538    
  833.6061       8464.646      0.1033630       3.148128    
  835.6263       8464.646      0.1047476       3.450517    
  837.6465       8464.646      0.1080137       3.859233    
  839.6667       8464.646      0.1101006       4.255859    
  841.6869       8464.646      0.1117956       4.637111    
  843.7071       8464.646      0.1140933       5.064061    
  845.7273       8464.646      0.1111577       8.183495    
  847.7475       8464.646      0.1149401       8.625717    
  849.7677       8464.646      0.1180731       9.086353    
  851.7879       8464.646      0.1228358       9.551040    
  853.8081       8464.646      0.1260967       10.02078    
  855.8283       8464.646      0.1301727       10.48212    
  857.8485       8464.646      0.1348048       10.92728    
  859.8687       8464.646      0.1371696       11.40583    
  861.8889       8464.646      0.1413647       11.85980    
  863.9091       8464.646      0.1457023       12.32364    
  865.9293       8464.646      0.1490057       12.78621    
  867.9495       8464.646      0.1554899       13.22204    
  869.9697       8464.646      0.1585727       13.69069    
  871.9899       8464.646      0.1631540       14.13230    
  874.0101       8464.646      0.1672423       14.58844    
  876.0303       8464.646      0.1721327       15.03168    
  878.0505       8464.646      0.1790007       15.46579    
  880.0707       8464.646      0.1828338       15.92577    
  882.0909       8464.646      0.1876423       16.37542    
  884.1111       8464.646      0.1923659       16.81909    
  886.1313       8464.646      0.1990865       16.48436    
  888.1515       8464.646      0.2048492       14.74234    
  890.1717       8464.646      0.2058435       14.86075    
  892.1919       8464.646      0.2071905       15.00268    
  894.2121       8464.646      0.2080958       15.12030    
  896.2323       8464.646      0.2103629       15.26449    
  898.2525       8464.646      0.2110485       15.38867    
  900.2727       8464.646      0.2124604       15.51511    
  902.2929       8464.646      0.2144539       15.64915    
  904.3131       8464.646      0.2155547       15.77588    
  906.3333       8464.646      0.2166234       15.91079    
  908.3535       8464.646      0.2182802       16.04152    
  910.3737       8464.646      0.2197259       16.17970    
  912.3939       8464.646      0.2214053       16.31665    
  914.4141       8464.646      0.2225706       16.45564    
  916.4343       8464.646      0.2248475       16.59780    
  918.4545       8464.646      0.2257956       16.72933    
  920.4747       8464.646      0.2277375       16.86546    
  922.4949       8464.646      0.2289231       16.99927    
  924.5152       8464.646      0.2302076       17.13208    
  926.5354       8464.646      0.2285011       18.98446    
  928.5556       8464.646      0.2272577       21.71274    
  930.5758       8464.646      0.2281873       21.72356    
  932.5960       8464.646      0.2287106       21.74843    
  934.6162       8464.646      0.2297701       21.80558    
  936.6364       8464.646      0.2304714       21.83967    
  938.6566       8464.646      0.2309509       21.85615    
  940.6768       8464.646      0.2315630       21.90227    
  942.6970       8464.646      0.2322530       21.91131    
  944.7172       8464.646      0.2329929       21.95188    
  946.7374       8464.646      0.2339734       21.99699    
  948.7576       8464.646      0.2344442       22.01356    
  950.7778       8464.646      0.2351179       22.06772    
  952.7980       8464.646      0.2357899       22.07575    
  954.8182       8464.646      0.2365011       22.11604    
  956.8384       8464.646      0.2374617       22.15689    
  958.8586       8464.646      0.2378760       22.17161    
  960.8788       8464.646      0.2384525       22.21842    
  962.8990       8464.646      0.2391251       22.25370    
  964.9192       8464.646      0.2399407       22.26872    
  966.9394       8464.646      0.2408699       22.31812    
  968.9596       8464.646      0.2413215       22.33720    
  970.9798       8464.646      0.2419094       22.38867    
  973.0000       8464.646      0.2428023       22.40987    
  773.0000       8545.455                NaN            NaN
  775.0202       8545.455                NaN            NaN
  777.0404       8545.455                NaN            NaN
  779.0606       8545.455                NaN            NaN
  781.0808       8545.455                NaN            NaN
  783.1010       8545.455                NaN            NaN
  785.1212       8545.455                NaN            NaN
  787.1414       8545.455                NaN            NaN
  789.1616       8545.455                NaN            NaN
  791.1818       8545.455                NaN            NaN
  793.2020       8545.455                NaN            NaN
  795.2222       8545.455                NaN            NaN
  797.2424       8545.455                NaN            NaN
  799.2626       8545.455      0.7425430E-01  0.4992147E-01
  801.2828       8545.455      0.8030539E-01  0.1622335    
  803.3030       8545.455      0.8302702E-01  0.2633796    
  805.3232       8545.455      0.8649986E-01  0.3835613    
  807.3434       8545.455      0.8595393E-01  0.4762636    
  809.3636       8545.455      0.8673537E-01  0.5983645    
  811.3838       8545.455      0.8777873E-01  0.7295376    
  813.4040       8545.455      0.8873962E-01  0.8650405    
  815.4242       8545.455      0.9070017E-01   1.052168    
  817.4444       8545.455      0.9044143E-01   1.175702    
  819.4646       8545.455      0.9187906E-01   1.349923    
  821.4848       8545.455      0.9295680E-01   1.541448    
  823.5051       8545.455      0.9416110E-01   1.744368    
  825.5253       8545.455      0.9479614E-01   1.983335    
  827.5455       8545.455      0.9901498E-01   2.274164    
  829.5657       8545.455      0.9882230E-01   2.491715    
  831.5859       8545.455      0.1016485       2.855158    
  833.6061       8545.455      0.1021040       3.093956    
  835.6263       8545.455      0.1047898       3.463252    
  837.6465       8545.455      0.1066170       3.802615    
  839.6667       8545.455      0.1107513       4.278664    
  841.6869       8545.455      0.1112376       4.629114    
  843.7071       8545.455      0.1144193       5.176102    
  845.7273       8545.455      0.1144381       6.489367    
  847.7475       8545.455      0.1148656       8.671922    
  849.7677       8545.455      0.1193233       9.132972    
  851.7879       8545.455      0.1234133       9.600963    
  853.8081       8545.455      0.1253770       10.05983    
  855.8283       8545.455      0.1305659       10.52375    
  857.8485       8545.455      0.1353434       10.97529    
  859.8687       8545.455      0.1367570       11.44857    
  861.8889       8545.455      0.1408187       11.91088    
  863.9091       8545.455      0.1450409       12.36951    
  865.9293       8545.455      0.1494190       12.82576    
  867.9495       8545.455      0.1559532       13.25741    
  869.9697       8545.455      0.1595965       13.71037    
  871.9899       8545.455      0.1632278       14.18109    
  874.0101       8545.455      0.1675377       14.62209    
  876.0303       8545.455      0.1725765       15.06982    
  878.0505       8545.455      0.1787658       15.52261    
  880.0707       8545.455      0.1832409       15.96460    
  882.0909       8545.455      0.1879537       16.41011    
  884.1111       8545.455      0.1941841       16.99230    
  886.1313       8545.455      0.1982992       17.29384    
  888.1515       8545.455      0.2064562       15.03174    
  890.1717       8545.455      0.2082896       15.16460    
  892.1919       8545.455      0.2095911       15.29990    
  894.2121       8545.455      0.2103373       15.42242    
  896.2323       8545.455      0.2116491       15.53942    
  898.2525       8545.455      0.2134171       15.69047    
  900.2727       8545.455      0.2147240       15.81860    
  902.2929       8545.455      0.2159740       15.94645    
  904.3131       8545.455      0.2173864       16.08043    
  906.3333       8545.455      0.2190173       16.21904    
  908.3535       8545.455      0.2203706       16.33568    
  910.3737       8545.455      0.2220006       16.48925    
  912.3939       8545.455      0.2233002       16.62943    
  914.4141       8545.455      0.2247004       16.75878    
  916.4343       8545.455      0.2263756       16.89682    
  918.4545       8545.455      0.2279916       17.04430    
  920.4747       8545.455      0.2295417       17.16893    
  922.4949       8545.455      0.2307433       17.32284    
  924.5152       8545.455      0.2324652       17.44378    
  926.5354       8545.455      0.2305815       20.23939    
  928.5556       8545.455      0.2299524       21.94140    
  930.5758       8545.455      0.2307324       21.98020    
  932.5960       8545.455      0.2314099       22.02897    
  934.6162       8545.455      0.2323258       22.05793    
  936.6364       8545.455      0.2325456       22.09706    
  938.6566       8545.455      0.2332992       22.13271    
  940.6768       8545.455      0.2339786       22.16508    
  942.6970       8545.455      0.2346731       22.19770    
  944.7172       8545.455      0.2353878       22.22769    
