|6.6.6
in17a_1.tab                                                                                         
           2
T(K)    
   673.000800000000     
   8.08079191920000     
         100
P(bar)  
   30000.0500000000     
   505.049494950000     
         100
           5
rho,kg/m3      vp,km/s        vs,km/s        C1M(HP)        M(HP),vo%     
  3462.865       8.062281       4.439592      0.6242871       6.597718    
  3469.535       8.084480       4.457704      0.6138648       6.614744    
  3470.218       8.086187       4.459429      0.6093982       6.619028    
  3473.079       8.095268       4.467155       0.000000       6.628861    
  3476.239       8.105262       4.475683       0.000000       6.639695    
  3479.923       8.117123       4.485630       0.000000       6.651789    
  3483.963       8.130141       4.496554       0.000000       6.664053    
  3488.370       8.144418       4.508545       0.000000       6.679284    
  3494.986       8.165696       4.526327       0.000000       6.680323    
  3500.680       8.184056       4.541753       0.000000       6.688904    
  3505.552       8.199910       4.555059       0.000000       6.702871    
  3512.079       8.220877       4.572786       0.000000       6.705385    
  3517.920       8.239774       4.588621       0.000000       6.712863    
  3524.848       8.261787       4.607459       0.000000       6.707465    
  3531.800       8.284043       4.626505       0.000000       6.707716    
  3538.448       8.305776       4.644829       0.000000       6.716311    
  3545.331       8.327740       4.663700       0.000000       6.707728    
  3552.370       8.348089       4.681623      0.4475520       6.539163    
  3559.084       8.360431       4.694223      0.4384171       5.900056    
  3560.953       8.356713       4.693439      0.4344945       5.300009    
  3559.269       8.341331       4.682934      0.4344010       4.737605    
  3557.661       8.326527       4.672839      0.4341731       4.198397    
  3556.074       8.311873       4.662850      0.4339327       3.666588    
  3554.392       8.296572       4.652348      0.4334808       3.102086    
  3553.168       8.283433       4.643526      0.4335123       2.612786    
  3551.557       8.268467       4.633277      0.4334378       2.058986    
  3550.087       8.254401       4.623714      0.4332782       1.544396    
  3548.506       8.239661       4.613644      0.4330878      0.9996345    
  3547.145       8.225856       4.604232      0.4331871      0.4740779    
  3546.297       8.219325       4.599738      0.4326080      0.3104665    
  3545.445       8.209189       4.593332                NaN            NaN
  3545.143       8.205550       4.591363                NaN            NaN
  3544.816       8.201782       4.589329                NaN            NaN
  3544.631       8.198469       4.587601                NaN            NaN
  3544.087       8.194316       4.585212                NaN            NaN
  3543.843       8.190889       4.583406                NaN            NaN
  3543.757       8.187794       4.581899                NaN            NaN
  3543.678       8.184631       4.580408                NaN            NaN
  3543.700       8.181684       4.579121                NaN            NaN
  3543.979       8.179411       4.578356                NaN            NaN
  3544.632       8.177705       4.578258                NaN            NaN
  3544.716       8.175096       4.577197                NaN            NaN
  3545.267       8.173277       4.576993                NaN            NaN
  3546.281       8.172286       4.577684                NaN            NaN
  3546.853       8.170731       4.577621                NaN            NaN
  3547.758       8.169793       4.578228                NaN            NaN
  3550.493       8.172695       4.582423                NaN            NaN
  3551.203       8.171545       4.582787                NaN            NaN
  3552.301       8.171153       4.583959                NaN            NaN
  3557.340       8.179159       4.593015                NaN            NaN
  3558.888       8.179932       4.595285                NaN            NaN
  3561.240       8.182495       4.599275                NaN            NaN
  3563.117       8.184165       4.602401                NaN            NaN
  3566.018       8.188193       4.607770                NaN            NaN
  3566.699       8.186935       4.608541                NaN            NaN
  3565.456       8.181324       4.605256                NaN            NaN
  3564.096       8.175249       4.601711                NaN            NaN
  3562.873       8.169725       4.598485                NaN            NaN
  3561.504       8.163621       4.594919                NaN            NaN
  3560.103       8.157398       4.591279                NaN            NaN
  3558.825       8.151649       4.587929                NaN            NaN
  3557.274       8.198525       4.636384                NaN            NaN
  3557.006       8.204245       4.642602                NaN            NaN
  3555.783       8.198596       4.639285                NaN            NaN
  3554.508       8.192751       4.635850                NaN            NaN
  3553.321       8.187246       4.632628                NaN            NaN
  3552.026       8.181322       4.629153                NaN            NaN
  3550.774       8.175562       4.625784                NaN            NaN
  3549.527       8.169830       4.622428                NaN            NaN
  3548.252       8.163954       4.619015                NaN            NaN
  3546.948       8.158001       4.615535                NaN            NaN
  3545.697       8.152246       4.612184                NaN            NaN
  3544.389       8.146277       4.608705                NaN            NaN
  3543.103       8.140388       4.605278                NaN            NaN
  3482.756       8.142897       4.496184       0.000000       6.590412    
  3481.830       8.139156       4.493416       0.000000       6.589476    
  3481.084       8.136019       4.491153       0.000000       6.590578    
  3480.247       8.132693       4.488626       0.000000       6.589560    
  3479.495       8.129550       4.486362       0.000000       6.590660    
  3478.652       8.126215       4.483840       0.000000       6.589815    
  3477.795       8.122862       4.481295       0.000000       6.589039    
  3477.037       8.119708       4.479029       0.000000       6.590134    
  3476.180       8.116297       4.476489       0.000000       6.589297    
  3475.418       8.113135       4.474220       0.000000       6.590391    
  3474.542       8.109730       4.471595       0.000000       6.589258    
  3473.776       8.106560       4.469325       0.000000       6.590349    
  3472.872       8.102951       4.466708       0.000000       6.589764    
  3471.947       8.099340       4.463989       0.000000       6.588679    
  3471.175       8.096158       4.461715       0.000000       6.589765    
  3470.299       8.092703       4.459160       0.000000       6.589046    
  3469.525       8.089512       4.456884       0.000000       6.590130    
  3468.638       8.086035       4.454301       0.000000       6.589161    
  3467.741       8.082488       4.451702       0.000000       6.588263    
  3466.962       8.079283       4.449422       0.000000       6.589338    
  3465.960       8.075320       4.446523       0.000000       6.588153    
  3465.177       8.072107       4.444240       0.000000       6.589225    
  3464.268       8.068516       4.441626       0.000000       6.588501    
  3463.362       8.064939       4.439011       0.000000       6.587679    
  3462.537       8.061560       4.436642       0.000000       6.588434    
  3462.786       8.061773       4.437212      0.6290599       6.591780    
  3463.894       8.065026       4.440111      0.6242871       6.596733    
  3470.890       8.088276       4.459159      0.6138648       6.614987    
  3471.382       8.089386       4.460341      0.6093982       6.618591    
  3474.290       8.098579       4.468208       0.000000       6.628415    
  3477.842       8.109973       4.477811       0.000000       6.640188    
  3482.162       8.123997       4.489552       0.000000       6.654388    
  3484.797       8.132298       4.496546       0.000000       6.662303    
  3490.115       8.149506       4.510879       0.000000       6.669818    
  3495.942       8.168274       4.526697       0.000000       6.679181    
  3501.193       8.185277       4.540926       0.000000       6.689016    
  3506.349       8.201983       4.554992       0.000000       6.701507    
  3512.842       8.222892       4.572633       0.000000       6.704385    
  3518.222       8.240460       4.587271       0.000000       6.717155    
  3525.391       8.263043       4.606727       0.000000       6.706399    
  3532.052       8.284461       4.624950       0.000000       6.706418    
  3538.685       8.306031       4.643216       0.000000       6.712304    
  3545.593       8.328164       4.662162       0.000000       6.705441    
  3552.465       8.350503       4.681184       0.000000       6.706163    
  3559.296       8.364639       4.695050      0.4396703       6.162021    
  3562.892       8.366670       4.699078      0.4339344       5.551263    
  3561.262       8.351806       4.688943      0.4336079       5.014270    
  3559.686       8.336977       4.678804      0.4335487       4.465902    
  3558.141       8.322332       4.668856      0.4330973       3.930536    
  3556.612       8.307650       4.658847      0.4331746       3.387524    
  3554.983       8.292780       4.648681      0.4330365       2.844327    
  3553.536       8.278710       4.639085      0.4328129       2.325035    
  3551.997       8.264097       4.629129      0.4326639       1.783352    
  3550.614       8.250318       4.619718      0.4326143       1.266025    
  3549.123       8.235960       4.609920      0.4326323      0.7309336    
  3547.772       8.222286       4.600605      0.4326654      0.2155112    
  3546.939       8.214199       4.595369                NaN            NaN
  3546.511       8.210345       4.593189                NaN            NaN
  3546.114       8.206573       4.591073                NaN            NaN
  3546.068       8.203344       4.589523                NaN            NaN
  3545.833       8.199895       4.587733                NaN            NaN
  3545.806       8.196857       4.586309                NaN            NaN
  3545.442       8.193235       4.584316                NaN            NaN
  3545.162       8.189733       4.582477                NaN            NaN
  3545.052       8.186553       4.580940                NaN            NaN
  3545.255       8.184051       4.580019                NaN            NaN
  3545.773       8.182072       4.579674                NaN            NaN
  3545.828       8.179325       4.578536                NaN            NaN
  3546.938       8.178695       4.579373                NaN            NaN
  3547.296       8.176515       4.578855                NaN            NaN
  3548.630       8.176401       4.580216                NaN            NaN
  3549.920       8.176304       4.581574                NaN            NaN
  3550.833       8.175405       4.582253                NaN            NaN
  3551.929       8.174979       4.583351                NaN            NaN
  3552.815       8.174056       4.584071                NaN            NaN
  3554.600       8.175283       4.586663                NaN            NaN
  3558.528       8.181010       4.593607                NaN            NaN
  3560.291       8.182468       4.596385                NaN            NaN
  3562.317       8.184316       4.599756                NaN            NaN
  3565.139       8.188072       4.604904                NaN            NaN
  3566.675       8.188730       4.607421                NaN            NaN
  3567.387       8.187645       4.608273                NaN            NaN
  3566.048       8.181631       4.604769                NaN            NaN
  3564.854       8.176233       4.601615                NaN            NaN
  3563.410       8.169823       4.597844                NaN            NaN
  3562.114       8.164013       4.594458                NaN            NaN
  3560.945       8.158651       4.591379                NaN            NaN
  3558.655       8.202648       4.638405                NaN            NaN
  3559.037       8.211094       4.646218                NaN            NaN
  3557.783       8.205304       4.642825                NaN            NaN
  3556.481       8.199328       4.639318                NaN            NaN
  3555.314       8.193903       4.636137                NaN            NaN
  3553.981       8.187807       4.632567                NaN            NaN
  3552.832       8.182470       4.629434                NaN            NaN
  3551.478       8.176273       4.625826                NaN            NaN
  3550.190       8.170373       4.622372                NaN            NaN
  3548.930       8.164582       4.618991                NaN            NaN
  3547.677       8.158808       4.615630                NaN            NaN
  3546.426       8.153058       4.612277                NaN            NaN
  3545.171       8.147260       4.608919                NaN            NaN
  3484.085       8.146642       4.497598       0.000000       6.590626    
  3483.160       8.142903       4.494831       0.000000       6.589692    
  3482.414       8.139769       4.492570       0.000000       6.590794    
  3481.579       8.136445       4.490044       0.000000       6.589779    
  3480.829       8.133304       4.487781       0.000000       6.590879    
  3479.986       8.129971       4.485261       0.000000       6.590036    
  3479.130       8.126620       4.482718       0.000000       6.589262    
  3478.374       8.123468       4.480452       0.000000       6.590358    
  3477.518       8.120059       4.477913       0.000000       6.589523    
  3476.757       8.116899       4.475646       0.000000       6.590617    
  3475.882       8.113497       4.473023       0.000000       6.589487    
  3475.117       8.110328       4.470753       0.000000       6.590578    
  3474.215       8.106722       4.468138       0.000000       6.589995    
  3473.290       8.103113       4.465420       0.000000       6.588913    
  3472.520       8.099933       4.463148       0.000000       6.589998    
  3471.645       8.096480       4.460595       0.000000       6.589282    
  3470.872       8.093291       4.458319       0.000000       6.590366    
  3469.986       8.089817       4.455738       0.000000       6.589400    
  3469.091       8.086272       4.453140       0.000000       6.588503    
  3468.313       8.083069       4.450861       0.000000       6.589579    
  3467.312       8.079109       4.447964       0.000000       6.588396    
  3466.531       8.075897       4.445683       0.000000       6.589469    
  3465.623       8.072308       4.443070       0.000000       6.588747    
  3464.718       8.068734       4.440456       0.000000       6.587927    
  3463.910       8.065428       4.438128       0.000000       6.588668    
  3463.778       8.064470       4.437603      0.6294982       6.590596    
  3465.252       8.068824       4.441561      0.6242871       6.596980    
  3471.895       8.090914       4.459630      0.6108871       6.614043    
  3472.554       8.092571       4.461268      0.6146093       6.618177    
  3475.219       8.100988       4.468472       0.000000       6.627232    
  3478.824       8.112620       4.478220       0.000000       6.639133    
  3482.102       8.123145       4.487043       0.000000       6.650000    
  3485.746       8.134861       4.496898       0.000000       6.662011    
  3490.120       8.149032       4.508792       0.000000       6.676242    
  3496.070       8.168200       4.524793       0.000000       6.679213    
  3501.943       8.187233       4.540754       0.000000       6.688775    
  3506.835       8.203182       4.554089       0.000000       6.702023    
  3513.272       8.223965       4.571619       0.000000       6.706919    
  3519.028       8.242397       4.587210       0.000000       6.710870    
  3525.884       8.264332       4.605921       0.000000       6.710328    
  3532.240       8.284777       4.623261       0.000000       6.707900    
  3538.722       8.305873       4.641084       0.000000       6.713247    
  3545.887       8.328895       4.660832       0.000000       6.710430    
  3552.667       8.350970       4.679624       0.000000       6.713128    
  3559.500       8.368800       4.695866      0.4410469       6.428093    
  3564.875       8.376834       4.704864      0.4332102       5.802956    
  3563.179       8.361453       4.694354      0.4330180       5.244205    
  3561.540       8.346360       4.684047      0.4328731       4.693184    
  3560.040       8.332153       4.674336      0.4325952       4.173447    
  3558.279       8.316421       4.663608      0.4323667       3.608756    
  3556.836       8.302397       4.654049      0.4323828       3.090756    
  3555.393       8.288085       4.644277      0.4323652       2.551011    
  3553.968       8.274182       4.634824      0.4321438       2.040301    
  3552.330       8.259206       4.624584      0.4320520       1.492540    
  3550.970       8.245378       4.615191      0.4317977      0.9750253    
  3549.601       8.231567       4.605761      0.4320632      0.4542972    
  3548.359       8.219014       4.597266                NaN            NaN
  3547.964       8.215305       4.595163                NaN            NaN
  3547.617       8.211569       4.593137                NaN            NaN
  3547.306       8.207998       4.591170                NaN            NaN
  3547.144       8.204531       4.589435                NaN            NaN
  3547.089       8.201399       4.587953                NaN            NaN
  3546.780       8.197926       4.586071                NaN            NaN
  3546.441       8.194408       4.584154                NaN            NaN
  3546.325       8.191152       4.582594                NaN            NaN
  3547.019       8.189586       4.582548                NaN            NaN
  3547.060       8.186782       4.581348                NaN            NaN
  3546.980       8.183749       4.579965                NaN            NaN
  3547.374       8.181555       4.579451                NaN            NaN
  3548.375       8.180738       4.580123                NaN            NaN
  3549.550       8.180291       4.581181                NaN            NaN
  3550.250       8.179076       4.581417                NaN            NaN
  3551.556       8.178907       4.582825                NaN            NaN
  3552.009       8.177062       4.582654                NaN            NaN
  3553.270       8.177097       4.584111                NaN            NaN
  3555.901       8.179922       4.588321                NaN            NaN
  3558.913       8.183820       4.593457                NaN            NaN
  3560.690       8.185168       4.596224                NaN            NaN
  3562.187       8.185855       4.598486                NaN            NaN
  3564.800       8.189052       4.603131                NaN            NaN
  3567.938       8.193702       4.609045                NaN            NaN
  3569.429       8.194494       4.611552                NaN            NaN
  3568.198       8.188902       4.608298                NaN            NaN
  3566.876       8.182920       4.604834                NaN            NaN
  3565.489       8.176675       4.601233                NaN            NaN
  3564.182       8.170787       4.597803                NaN            NaN
  3562.951       8.165219       4.594554                NaN            NaN
  3560.034       8.206764       4.640422                NaN            NaN
  3560.981       8.217583       4.649632                NaN            NaN
  3559.747       8.211884       4.646277                NaN            NaN
  3558.532       8.206243       4.642974                NaN            NaN
  3557.228       8.200235       4.639462                NaN            NaN
  3555.941       8.194332       4.635994                NaN            NaN
  3554.721       8.188676       4.632691                NaN            NaN
  3553.496       8.182999       4.629379                NaN            NaN
  3552.267       8.177332       4.626060                NaN            NaN
  3550.908       8.171116       4.622440                NaN            NaN
  3549.631       8.165244       4.619017                NaN            NaN
  3548.475       8.159865       4.615879                NaN            NaN
  3547.144       8.153767       4.612338                NaN            NaN
  3485.447       8.150492       4.499093       0.000000       6.590740    
  3484.513       8.146730       4.496304       0.000000       6.589956    
  3483.769       8.143597       4.494043       0.000000       6.591058    
  3482.932       8.140301       4.491514       0.000000       6.590040    
  3482.183       8.137161       4.489253       0.000000       6.591141    
  3481.342       8.133817       4.486729       0.000000       6.590105    
  3480.496       8.130469       4.484207       0.000000       6.589298    
  3479.740       8.127318       4.481942       0.000000       6.590392    
  3478.889       8.123972       4.479419       0.000000       6.589567    
  3478.129       8.120813       4.477153       0.000000       6.590660    
  3477.274       8.117450       4.474611       0.000000       6.589668    
  3476.510       8.114283       4.472343       0.000000       6.590759    
  3475.596       8.110698       4.469635       0.000000       6.589875    
  3474.682       8.107037       4.466974       0.000000       6.588967    
  3473.913       8.103858       4.464703       0.000000       6.590052    
  3473.025       8.100400       4.462094       0.000000       6.589159    
  3472.253       8.097211       4.459820       0.000000       6.590241    
  3471.371       8.093740       4.457241       0.000000       6.589218    
  3470.496       8.090279       4.454704       0.000000       6.588591    
  3469.719       8.087078       4.452427       0.000000       6.589666    
  3468.826       8.083580       4.449841       0.000000       6.588840    
  3468.046       8.080369       4.447560       0.000000       6.589913    
  3467.030       8.076326       4.444646       0.000000       6.589062    
  3466.129       8.072751       4.442027       0.000000       6.588046    
  3465.311       8.069432       4.439666       0.000000       6.588779    
  3465.134       8.068265       4.439050      0.6294982       6.590844    
  3466.433       8.072129       4.442474      0.6250315       6.596233    
  3473.247       8.094703       4.461084      0.6108871       6.614284    
  3473.725       8.095770       4.462230      0.6093982       6.617896    
  3476.374       8.104208       4.469354       0.000000       6.626556    
  3479.718       8.114976       4.478379       0.000000       6.637695    
  3483.089       8.125808       4.487474       0.000000       6.648882    
  3487.125       8.138884       4.498428       0.000000       6.662076    
  3491.204       8.152048       4.509508       0.000000       6.675400    
  3497.062       8.171005       4.525287       0.000000       6.679452    
  3502.817       8.189548       4.540929       0.000000       6.688385    
  3507.741       8.205567       4.554359       0.000000       6.700946    
  3514.010       8.225888       4.571423       0.000000       6.706096    
  3519.338       8.243157       4.585872       0.000000       6.714751    
  3525.992       8.264544       4.604047       0.000000       6.715480    
  3532.817       8.286177       4.622653       0.000000       6.707882    
  3539.332       8.307370       4.640543       0.000000       6.712380    
  3546.202       8.329926       4.659654       0.000000       6.723598    
  3552.980       8.351636       4.678313       0.000000       6.715827    
  3559.384       8.370844       4.695395      0.4427075       6.636817    
  3567.432       8.391524       4.713479      0.4314759       6.193590    
  3565.155       8.371728       4.700257      0.4323869       5.514932    
  3563.523       8.356560       4.689852      0.4320962       4.953870    
  3561.956       8.341975       4.679916      0.4320937       4.425794    
  3560.277       8.326743       4.669479      0.4320371       3.871265    
  3558.725       8.312059       4.659461      0.4318463       3.331400    
  3557.292       8.297979       4.649882      0.4317978       2.810877    
  3555.885       8.284087       4.640431      0.4317076       2.296644    
  3554.366       8.269355       4.630375      0.4315151       1.746008    
  3552.886       8.255113       4.620672      0.4312914       1.222986    
  3551.565       8.241556       4.611442      0.4314131      0.7110861    
  3550.139       8.227486       4.601845      0.4314733      0.1862269    
  3549.398       8.220119       4.597111                NaN            NaN
  3549.039       8.216424       4.595048                NaN            NaN
  3548.693       8.212805       4.593037                NaN            NaN
  3548.416       8.209244       4.591140                NaN            NaN
  3548.207       8.205974       4.589415                NaN            NaN
  3547.876       8.202294       4.587444                NaN            NaN
  3547.694       8.198985       4.585760                NaN            NaN
  3547.843       8.196334       4.584701                NaN            NaN
  3547.897       8.193532       4.583498                NaN            NaN
  3547.741       8.190167       4.581900                NaN            NaN
  3547.998       8.187959       4.581147                NaN            NaN
  3548.735       8.186523       4.581280                NaN            NaN
  3549.285       8.184744       4.581094                NaN            NaN
  3550.614       8.184416       4.582396                NaN            NaN
  3550.808       8.182193       4.581674                NaN            NaN
  3552.481       8.182766       4.583762                NaN            NaN
  3554.223       8.183725       4.586096                NaN            NaN
  3553.487       8.179386       4.583633                NaN            NaN
  3555.276       8.180497       4.586171                NaN            NaN
  3557.938       8.183517       4.590542                NaN            NaN
  3561.345       8.188447       4.596576                NaN            NaN
  3562.382       8.188166       4.597886                NaN            NaN
  3565.369       8.192051       4.603265                NaN            NaN
  3567.366       8.194033       4.606743                NaN            NaN
  3570.519       8.198729       4.612789                NaN            NaN
  3570.098       8.195051       4.611251                NaN            NaN
  3568.845       8.189376       4.607939                NaN            NaN
  3567.527       8.183453       4.604489                NaN            NaN
  3566.199       8.177457       4.601009                NaN            NaN
  3564.925       8.171692       4.597662                NaN            NaN
  3563.745       8.181009       4.609002                NaN            NaN
  3562.932       8.224117       4.653063                NaN            NaN
  3561.730       8.218517       4.649779                NaN            NaN
  3560.448       8.212616       4.646310                NaN            NaN
  3559.179       8.206733       4.642875                NaN            NaN
  3557.995       8.201235       4.639646                NaN            NaN
  3556.762       8.195518       4.636305                NaN            NaN
  3555.514       8.189750       4.632932                NaN            NaN
  3554.102       8.183316       4.629178                NaN            NaN
  3552.982       8.178060       4.626114                NaN            NaN
  3551.614       8.171811       4.622471                NaN            NaN
  3550.545       8.166760       4.619533                NaN            NaN
  3549.294       8.160958       4.616172                NaN            NaN
  3486.792       8.154298       4.500543       0.000000       6.590710    
  3485.970       8.151069       4.498042       0.000000       6.589900    
  3485.227       8.147937       4.495782       0.000000       6.591000    
  3484.291       8.144164       4.493004       0.000000       6.590247    
  3483.543       8.141026       4.490744       0.000000       6.591347    
  3482.710       8.137710       4.488242       0.000000       6.590396    
  3481.863       8.134368       4.485695       0.000000       6.589212    
  3481.108       8.131218       4.483431       0.000000       6.590305    
  3480.260       8.127873       4.480914       0.000000       6.589640    
  3479.501       8.124716       4.478648       0.000000       6.590732    
  3478.647       8.121361       4.476122       0.000000       6.589860    
  3477.885       8.118196       4.473855       0.000000       6.590951    
  3477.011       8.114788       4.471246       0.000000       6.590061    
  3476.102       8.111179       4.468602       0.000000       6.589351    
  3475.335       8.108001       4.466332       0.000000       6.590436    
  3474.418       8.104328       4.463662       0.000000       6.589411    
  3473.647       8.101141       4.461389       0.000000       6.590493    
  3472.768       8.097732       4.458790       0.000000       6.589435    
  3471.887       8.094264       4.456234       0.000000       6.588653    
  3471.111       8.091063       4.453957       0.000000       6.589728    
  3470.232       8.087581       4.451393       0.000000       6.588774    
  3469.453       8.084372       4.449114       0.000000       6.589845    
  3468.445       8.080399       4.446228       0.000000       6.589162    
  3467.545       8.076823       4.443612       0.000000       6.588147    
  3466.711       8.073427       4.441198       0.000000       6.588641    
  3466.347       8.071644       4.440078      0.6294982       6.590541    
  3467.406       8.074769       4.442822      0.6250315       6.595006    
  3474.131       8.097082       4.461174      0.6123760       6.612422    
  3474.689       8.098431       4.462545      0.6108871       6.616442    
  3477.281       8.106620       4.469543       0.000000       6.625190    
  3480.354       8.116390       4.477832       0.000000       6.635554    
  3483.812       8.127583       4.487168       0.000000       6.646917    
  3487.568       8.139695       4.497346       0.000000       6.659256    
  3491.858       8.153655       4.509002       0.000000       6.673175    
  3497.949       8.173364       4.525470       0.000000       6.678226    
  3503.385       8.190922       4.540228       0.000000       6.686911    
  3508.477       8.207510       4.554133       0.000000       6.700040    
  3514.780       8.227936       4.571298       0.000000       6.705160    
  3519.767       8.244153       4.584819       0.000000       6.715791    
  3526.215       8.265076       4.602478       0.000000       6.722308    
  3533.287       8.287535       4.621813       0.000000       6.714991    
  3539.587       8.308284       4.639213       0.000000       6.726426    
  3546.600       8.330457       4.658415       0.000000       6.712879    
  3553.224       8.352121       4.676753       0.000000       6.715081    
  3560.186       8.374530       4.696033       0.000000       6.707704    
  3567.132       8.391661       4.711890      0.4338976       6.337084    
  3567.108       8.381740       4.705932      0.4318142       5.762180    
  3565.477       8.366713       4.695660      0.4316979       5.215000    
  3563.763       8.351303       4.685156      0.4314756       4.664004    
  3562.172       8.336457       4.675001      0.4312655       4.121287    
  3560.555       8.321407       4.664698      0.4311437       3.567284    
  3559.067       8.307066       4.654921      0.4308576       3.039495    
  3557.551       8.292536       4.645005      0.4307784       2.502617    
  3556.113       8.278402       4.635311      0.4308822       1.971926    
  3554.721       8.264541       4.625873      0.4308571       1.457188    
  3553.337       8.250791       4.616513      0.4306427      0.9484051    
  3552.023       8.237020       4.607163      0.4310208      0.4272016    
  3550.974       8.226528       4.599934      0.4306296      0.4900833E-01
  3550.472       8.221290       4.596984                NaN            NaN
  3550.119       8.217624       4.594962                NaN            NaN
  3549.667       8.213856       4.592783                NaN            NaN
  3549.378       8.210265       4.590863                NaN            NaN
  3549.135       8.206807       4.589058                NaN            NaN
  3548.997       8.203660       4.587481                NaN            NaN
  3548.937       8.200632       4.586048                NaN            NaN
  3548.886       8.197547       4.584640                NaN            NaN
  3548.971       8.194715       4.583475                NaN            NaN
  3549.183       8.192323       4.582622                NaN            NaN
  3549.393       8.189810       4.581765                NaN            NaN
  3549.787       8.187740       4.581280                NaN            NaN
  3550.522       8.186349       4.581473                NaN            NaN
  3551.055       8.184628       4.581334                NaN            NaN
  3552.846       8.185475       4.583644                NaN            NaN
  3553.820       8.184816       4.584476                NaN            NaN
  3554.133       8.182771       4.584046                NaN            NaN
  3555.436       8.182720       4.585591                NaN            NaN
  3557.656       8.184783       4.589051                NaN            NaN
  3561.811       8.191209       4.596525                NaN            NaN
  3563.301       8.191956       4.598754                NaN            NaN
  3564.791       8.192591       4.601032                NaN            NaN
  3567.598       8.196331       4.606157                NaN            NaN
  3569.790       8.198742       4.610114                NaN            NaN
  3572.077       8.201613       4.614395                NaN            NaN
  3570.789       8.195749       4.610996                NaN            NaN
  3569.493       8.189890       4.607583                NaN            NaN
  3568.198       8.184011       4.604185                NaN            NaN
  3566.915       8.178208       4.600809                NaN            NaN
  3565.719       8.188131       4.612807                NaN            NaN
  3564.842       8.230492       4.656394                NaN            NaN
  3563.542       8.224470       4.652875                NaN            NaN
  3562.353       8.218928       4.649620                NaN            NaN
  3561.202       8.213550       4.646460                NaN            NaN
  3559.991       8.207911       4.643161                NaN            NaN
  3558.705       8.201966       4.639690                NaN            NaN
  3557.485       8.196311       4.636376                NaN            NaN
  3556.139       8.190114       4.632773                NaN            NaN
  3554.957       8.184602       4.629557                NaN            NaN
  3553.762       8.179049       4.626315                NaN            NaN
  3552.495       8.173194       4.622906                NaN            NaN
  3551.236       8.167359       4.619522                NaN            NaN
  3488.116       8.158033       4.501954       0.000000       6.590922    
  3487.295       8.154807       4.499455       0.000000       6.590113    
  3486.553       8.151676       4.497196       0.000000       6.591214    
  3485.618       8.147906       4.494420       0.000000       6.590463    
  3484.871       8.144770       4.492160       0.000000       6.591564    
  3484.040       8.141456       4.489661       0.000000       6.590615    
  3483.193       8.138116       4.487115       0.000000       6.589433    
  3482.440       8.134968       4.484852       0.000000       6.590527    
  3481.593       8.131625       4.482336       0.000000       6.589864    
  3480.835       8.128470       4.480072       0.000000       6.590956    
  3479.982       8.125118       4.477547       0.000000       6.590087    
  3479.221       8.121954       4.475281       0.000000       6.591178    
  3478.348       8.118549       4.472673       0.000000       6.590290    
  3477.441       8.114942       4.470031       0.000000       6.589582    
  3476.674       8.111766       4.467762       0.000000       6.590667    
  3475.759       8.108095       4.465094       0.000000       6.589645    
  3474.989       8.104910       4.462822       0.000000       6.590727    
  3474.111       8.101503       4.460224       0.000000       6.589671    
  3473.231       8.098037       4.457670       0.000000       6.588892    
  3472.457       8.094839       4.455394       0.000000       6.589966    
  3471.579       8.091359       4.452832       0.000000       6.589015    
  3470.801       8.088151       4.450553       0.000000       6.590086    
  3469.794       8.084181       4.447669       0.000000       6.589405    
  3468.896       8.080607       4.445055       0.000000       6.588393    
  3468.089       8.077297       4.442698       0.000000       6.588875    
  3467.428       8.074525       4.440745      0.6294982       6.589783    
  3468.758       8.078557       4.444270      0.6250315       6.595251    
  3475.263       8.100204       4.461984      0.6123760       6.611784    
  3475.840       8.101559       4.463435      0.6108871       6.615991    
  3478.479       8.109967       4.470562       0.000000       6.624808    
  3481.448       8.119363       4.478571       0.000000       6.634882    
  3485.108       8.131282       4.488474       0.000000       6.646823    
  3488.554       8.142361       4.497788       0.000000       6.658155    
  3492.843       8.156309       4.509455       0.000000       6.672115    
  3498.572       8.174924       4.524981       0.000000       6.679889    
  3504.145       8.192911       4.540100       0.000000       6.687797    
  3509.039       8.208920       4.553432       0.000000       6.700062    
  3515.274       8.229172       4.570451       0.000000       6.706796    
  3520.411       8.245768       4.584369       0.000000       6.715131    
  3526.762       8.266445       4.601796       0.000000       6.723611    
  3533.297       8.287758       4.619784       0.000000       6.731187    
  3539.925       8.309138       4.637982       0.000000       6.730504    
  3546.674       8.330340       4.656337       0.000000       6.710944    
  3553.567       8.352956       4.675611       0.000000       6.723016    
  3560.506       8.375366       4.694783       0.000000       6.714060    
  3567.523       8.396531       4.713334      0.4348263       6.602068    
  3569.011       8.391443       4.711456      0.4312990       6.005610    
  3567.408       8.376701       4.701394      0.4311710       5.475114    
  3565.744       8.361371       4.690871      0.4308278       4.910646    
  3564.069       8.346138       4.680483      0.4306944       4.365226    
  3562.462       8.331097       4.670183      0.4305797       3.811370    
  3560.954       8.316609       4.660293      0.4303821       3.277425    
  3559.457       8.302309       4.650534      0.4301053       2.753331    
  3558.024       8.288178       4.640840      0.4302077       2.222970    
  3556.582       8.273967       4.631131      0.4301774       1.692768    
  3555.227       8.260277       4.621802      0.4302230       1.181802    
  3553.938       8.246788       4.612647      0.4304521      0.6744122    
  3552.548       8.232940       4.603208      0.4302905      0.1618856    
  3551.850       8.226023       4.598830                NaN            NaN
